100 100000 0.75 gpomdp bernstein 30000000
349 3177 0.0967990444407 2.62695935633e-05 58.0820702803 -13.2363620627
350 3186 0.0971077608696 2.61291399804e-05 57.6240616365 -13.1761075435
351 3225 0.0974108344277 2.61859446446e-05 57.1807878666 -13.1502730088
352 3258 0.0977108686858 2.61152863305e-05 56.7480394972 -13.2286965213
353 3296 0.0980078058152 2.67967638581e-05 56.3255922811 -13.2300987616
354 3204 0.0983208357274 2.62880917557e-05 55.8864049865 -13.3293742763
355 3208 0.0986279746414 2.61792864648e-05 55.4614964495 -13.2184331677
356 3234 0.0989311432138 2.63579739064e-05 55.047801796 -13.2606486663
357 3224 0.0992375181105 2.66223180803e-05 54.6353890524 -13.2071164916
358 3164 0.099552809022 2.59817893047e-05 54.2167911968 -13.3374555317
359 3225 0.0998550030818 2.62199965281e-05 53.8210073156 -13.1640140461
360 3247 0.100157063376 2.65578219938e-05 53.430599931 -13.2293632843
361 3204 0.100466954959 2.66938331946e-05 53.0353683478 -13.1952482274
362 3130 0.100786606122 2.61391505954e-05 52.633198882 -13.3291243127
363 3159 0.101096973536 2.63498264254e-05 52.2479561087 -13.299110069
364 3156 0.101409219808 2.63731929001e-05 51.8654933887 -13.3181978464
365 3150 0.10172206996 2.60451597659e-05 51.4873324768 -13.2072062054
